data_as_of,death_year,death_month,jurisdiction_occurrence,drug_involved,time_period,month_ending_date,drug_overdose_deaths,footnote
01/05/2025,2021,5,Region 9,Cocaine,12 month-ending,05/31/2021,"1,745",
01/05/2025,2021,6,Region 9,Cocaine,12 month-ending,06/30/2021,"1,737",
01/05/2025,2021,7,Region 9,Cocaine,12 month-ending,07/31/2021,"1,739",
01/05/2025,2021,8,Region 9,Cocaine,12 month-ending,08/31/2021,"1,729",
01/05/2025,2021,9,Region 9,Cocaine,12 month-ending,09/30/2021,"1,754",
01/05/2025,2021,10,Region 9,Cocaine,12 month-ending,10/31/2021,"1,809",
01/05/2025,2021,11,Region 9,Cocaine,12 month-ending,11/30/2021,"1,844",
01/05/2025,2021,12,Region 9,Cocaine,12 month-ending,12/31/2021,"1,870",
01/05/2025,2022,1,Region 9,Cocaine,12 month-ending,01/31/2022,"1,866",
01/05/2025,2022,2,Region 9,Cocaine,12 month-ending,02/28/2022,"1,896",
01/05/2025,2022,3,Region 9,Cocaine,12 month-ending,03/31/2022,"1,899",
01/05/2025,2022,4,Region 9,Cocaine,12 month-ending,04/30/2022,"1,883",
01/05/2025,2022,5,Region 9,Cocaine,12 month-ending,05/31/2022,"1,908",
01/05/2025,2022,6,Region 9,Cocaine,12 month-ending,06/30/2022,"1,910",
01/05/2025,2022,7,Region 9,Cocaine,12 month-ending,07/31/2022,"1,908",
01/05/2025,2022,8,Region 9,Cocaine,12 month-ending,08/31/2022,"1,903",
01/05/2025,2022,9,Region 9,Cocaine,12 month-ending,09/30/2022,"1,924",
01/05/2025,2022,10,Region 9,Cocaine,12 month-ending,10/31/2022,"1,917",
01/05/2025,2022,11,Region 9,Cocaine,12 month-ending,11/30/2022,"1,906",
01/05/2025,2022,12,Region 9,Cocaine,12 month-ending,12/31/2022,"1,936",
01/05/2025,2023,1,Region 9,Cocaine,12 month-ending,01/31/2023,"1,974",
01/05/2025,2023,2,Region 9,Cocaine,12 month-ending,02/28/2023,"1,981",
01/05/2025,2023,3,Region 9,Cocaine,12 month-ending,03/31/2023,"2,007",
01/05/2025,2023,4,Region 9,Cocaine,12 month-ending,04/30/2023,"2,020",
01/05/2025,2023,5,Region 9,Cocaine,12 month-ending,05/31/2023,"2,055",
01/05/2025,2023,6,Region 9,Cocaine,12 month-ending,06/30/2023,"2,071",
01/05/2025,2023,7,Region 9,Cocaine,12 month-ending,07/31/2023,"2,105",
01/05/2025,2023,8,Region 9,Cocaine,12 month-ending,08/31/2023,"2,160",
01/05/2025,2023,9,Region 9,Cocaine,12 month-ending,09/30/2023,"2,167",
01/05/2025,2023,10,Region 9,Cocaine,12 month-ending,10/31/2023,"2,170",
01/05/2025,2023,11,Region 9,Cocaine,12 month-ending,11/30/2023,"2,199",
01/05/2025,2023,12,Region 9,Cocaine,12 month-ending,12/31/2023,"2,195",
01/05/2025,2024,1,Region 9,Cocaine,12 month-ending,01/31/2024,"2,191",
01/05/2025,2024,2,Region 9,Cocaine,12 month-ending,02/29/2024,"2,174",
01/05/2025,2024,3,Region 9,Cocaine,12 month-ending,03/31/2024,"2,158",
01/05/2025,2024,4,Region 9,Cocaine,12 month-ending,04/30/2024,"2,138",
01/05/2025,2024,5,Region 9,Cocaine,12 month-ending,05/31/2024,"2,105",
01/05/2025,2024,6,Region 9,Cocaine,12 month-ending,06/30/2024,"2,098",
01/05/2025,2019,1,Region 10,Cocaine,12 month-ending,01/31/2019,206,
01/05/2025,2019,2,Region 10,Cocaine,12 month-ending,02/28/2019,199,
01/05/2025,2019,3,Region 10,Cocaine,12 month-ending,03/31/2019,206,
01/05/2025,2019,4,Region 10,Cocaine,12 month-ending,04/30/2019,204,
01/05/2025,2019,5,Region 10,Cocaine,12 month-ending,05/31/2019,201,
01/05/2025,2019,6,Region 10,Cocaine,12 month-ending,06/30/2019,194,
01/05/2025,2019,7,Region 10,Cocaine,12 month-ending,07/31/2019,200,
01/05/2025,2019,8,Region 10,Cocaine,12 month-ending,08/31/2019,203,
01/05/2025,2019,9,Region 10,Cocaine,12 month-ending,09/30/2019,194,
01/05/2025,2019,10,Region 10,Cocaine,12 month-ending,10/31/2019,202,
01/05/2025,2019,11,Region 10,Cocaine,12 month-ending,11/30/2019,211,
01/05/2025,2019,12,Region 10,Cocaine,12 month-ending,12/31/2019,222,
01/05/2025,2020,1,Region 10,Cocaine,12 month-ending,01/31/2020,230,
01/05/2025,2020,2,Region 10,Cocaine,12 month-ending,02/29/2020,240,
01/05/2025,2020,3,Region 10,Cocaine,12 month-ending,03/31/2020,239,
01/05/2025,2020,4,Region 10,Cocaine,12 month-ending,04/30/2020,261,
01/05/2025,2020,5,Region 10,Cocaine,12 month-ending,05/31/2020,290,
01/05/2025,2020,6,Region 10,Cocaine,12 month-ending,06/30/2020,297,
01/05/2025,2020,7,Region 10,Cocaine,12 month-ending,07/31/2020,291,
01/05/2025,2020,8,Region 10,Cocaine,12 month-ending,08/31/2020,283,
01/05/2025,2020,9,Region 10,Cocaine,12 month-ending,09/30/2020,293,
01/05/2025,2020,10,Region 10,Cocaine,12 month-ending,10/31/2020,294,
01/05/2025,2020,11,Region 10,Cocaine,12 month-ending,11/30/2020,299,
01/05/2025,2020,12,Region 10,Cocaine,12 month-ending,12/31/2020,297,
01/05/2025,2021,1,Region 10,Cocaine,12 month-ending,01/31/2021,302,
01/05/2025,2021,2,Region 10,Cocaine,12 month-ending,02/28/2021,300,
01/05/2025,2021,3,Region 10,Cocaine,12 month-ending,03/31/2021,311,
01/05/2025,2021,4,Region 10,Cocaine,12 month-ending,04/30/2021,302,
01/05/2025,2021,5,Region 10,Cocaine,12 month-ending,05/31/2021,288,
01/05/2025,2021,6,Region 10,Cocaine,12 month-ending,06/30/2021,301,
01/05/2025,2021,7,Region 10,Cocaine,12 month-ending,07/31/2021,312,
01/05/2025,2021,8,Region 10,Cocaine,12 month-ending,08/31/2021,340,
01/05/2025,2021,9,Region 10,Cocaine,12 month-ending,09/30/2021,344,
01/05/2025,2021,10,Region 10,Cocaine,12 month-ending,10/31/2021,348,
01/05/2025,2021,11,Region 10,Cocaine,12 month-ending,11/30/2021,352,
01/05/2025,2021,12,Region 10,Cocaine,12 month-ending,12/31/2021,351,
01/05/2025,2022,1,Region 10,Cocaine,12 month-ending,01/31/2022,353,
01/05/2025,2022,2,Region 10,Cocaine,12 month-ending,02/28/2022,365,
01/05/2025,2022,3,Region 10,Cocaine,12 month-ending,03/31/2022,370,
01/05/2025,2022,4,Region 10,Cocaine,12 month-ending,04/30/2022,375,
01/05/2025,2022,5,Region 10,Cocaine,12 month-ending,05/31/2022,386,
01/05/2025,2022,6,Region 10,Cocaine,12 month-ending,06/30/2022,400,
01/05/2025,2022,7,Region 10,Cocaine,12 month-ending,07/31/2022,427,
01/05/2025,2022,8,Region 10,Cocaine,12 month-ending,08/31/2022,434,
01/05/2025,2022,9,Region 10,Cocaine,12 month-ending,09/30/2022,452,
01/05/2025,2022,10,Region 10,Cocaine,12 month-ending,10/31/2022,477,
01/05/2025,2022,11,Region 10,Cocaine,12 month-ending,11/30/2022,508,
01/05/2025,2022,12,Region 10,Cocaine,12 month-ending,12/31/2022,550,
01/05/2025,2023,1,Region 10,Cocaine,12 month-ending,01/31/2023,577,
01/05/2025,2023,2,Region 10,Cocaine,12 month-ending,02/28/2023,593,
01/05/2025,2023,3,Region 10,Cocaine,12 month-ending,03/31/2023,614,
01/05/2025,2023,4,Region 10,Cocaine,12 month-ending,04/30/2023,650,
01/05/2025,2023,5,Region 10,Cocaine,12 month-ending,05/31/2023,671,
01/05/2025,2023,6,Region 10,Cocaine,12 month-ending,06/30/2023,694,
01/05/2025,2023,7,Region 10,Cocaine,12 month-ending,07/31/2023,736,
01/05/2025,2023,8,Region 10,Cocaine,12 month-ending,08/31/2023,760,
01/05/2025,2023,9,Region 10,Cocaine,12 month-ending,09/30/2023,795,
01/05/2025,2023,10,Region 10,Cocaine,12 month-ending,10/31/2023,815,
01/05/2025,2023,11,Region 10,Cocaine,12 month-ending,11/30/2023,813,
01/05/2025,2023,12,Region 10,Cocaine,12 month-ending,12/31/2023,828,
01/05/2025,2024,1,Region 10,Cocaine,12 month-ending,01/31/2024,835,
01/05/2025,2024,2,Region 10,Cocaine,12 month-ending,02/29/2024,841,
01/05/2025,2024,3,Region 10,Cocaine,12 month-ending,03/31/2024,859,
01/05/2025,2024,4,Region 10,Cocaine,12 month-ending,04/30/2024,859,
01/05/2025,2024,5,Region 10,Cocaine,12 month-ending,05/31/2024,866,
01/05/2025,2024,6,Region 10,Cocaine,12 month-ending,06/30/2024,861,
01/05/2025,2019,1,Region 1,Heroin,12 month-ending,01/31/2019,998,
01/05/2025,2019,2,Region 1,Heroin,12 month-ending,02/28/2019,"1,009",
01/05/2025,2019,3,Region 1,Heroin,12 month-ending,03/31/2019,"1,003",
01/05/2025,2019,4,Region 1,Heroin,12 month-ending,04/30/2019,975,
01/05/2025,2019,5,Region 1,Heroin,12 month-ending,05/31/2019,960,
01/05/2025,2019,6,Region 1,Heroin,12 month-ending,06/30/2019,936,
01/05/2025,2019,7,Region 1,Heroin,12 month-ending,07/31/2019,920,
01/05/2025,2019,8,Region 1,Heroin,12 month-ending,08/31/2019,918,
01/05/2025,2019,9,Region 1,Heroin,12 month-ending,09/30/2019,911,
01/05/2025,2019,10,Region 1,Heroin,12 month-ending,10/31/2019,894,
01/05/2025,2019,11,Region 1,Heroin,12 month-ending,11/30/2019,875,
01/05/2025,2019,12,Region 1,Heroin,12 month-ending,12/31/2019,861,
01/05/2025,2020,1,Region 1,Heroin,12 month-ending,01/31/2020,833,
01/05/2025,2020,2,Region 1,Heroin,12 month-ending,02/29/2020,808,
01/05/2025,2020,3,Region 1,Heroin,12 month-ending,03/31/2020,766,
01/05/2025,2020,4,Region 1,Heroin,12 month-ending,04/30/2020,746,
01/05/2025,2020,5,Region 1,Heroin,12 month-ending,05/31/2020,722,
01/05/2025,2020,6,Region 1,Heroin,12 month-ending,06/30/2020,696,
01/05/2025,2020,7,Region 1,Heroin,12 month-ending,07/31/2020,655,
01/05/2025,2020,8,Region 1,Heroin,12 month-ending,08/31/2020,617,
01/05/2025,2020,9,Region 1,Heroin,12 month-ending,09/30/2020,601,
01/05/2025,2020,10,Region 1,Heroin,12 month-ending,10/31/2020,570,
01/05/2025,2020,11,Region 1,Heroin,12 month-ending,11/30/2020,564,
01/05/2025,2020,12,Region 1,Heroin,12 month-ending,12/31/2020,526,
01/05/2025,2021,1,Region 1,Heroin,12 month-ending,01/31/2021,519,
01/05/2025,2021,2,Region 1,Heroin,12 month-ending,02/28/2021,497,
01/05/2025,2021,3,Region 1,Heroin,12 month-ending,03/31/2021,487,
01/05/2025,2021,4,Region 1,Heroin,12 month-ending,04/30/2021,465,
01/05/2025,2021,5,Region 1,Heroin,12 month-ending,05/31/2021,437,
01/05/2025,2021,6,Region 1,Heroin,12 month-ending,06/30/2021,409,
01/05/2025,2021,7,Region 1,Heroin,12 month-ending,07/31/2021,395,
01/05/2025,2021,8,Region 1,Heroin,12 month-ending,08/31/2021,379,
01/05/2025,2021,9,Region 1,Heroin,12 month-ending,09/30/2021,362,
01/05/2025,2021,10,Region 1,Heroin,12 month-ending,10/31/2021,350,
01/05/2025,2021,11,Region 1,Heroin,12 month-ending,11/30/2021,327,
01/05/2025,2021,12,Region 1,Heroin,12 month-ending,12/31/2021,319,
01/05/2025,2022,1,Region 1,Heroin,12 month-ending,01/31/2022,299,
01/05/2025,2022,2,Region 1,Heroin,12 month-ending,02/28/2022,290,
01/05/2025,2022,3,Region 1,Heroin,12 month-ending,03/31/2022,268,
01/05/2025,2022,4,Region 1,Heroin,12 month-ending,04/30/2022,265,
01/05/2025,2022,5,Region 1,Heroin,12 month-ending,05/31/2022,257,
01/05/2025,2022,6,Region 1,Heroin,12 month-ending,06/30/2022,251,
01/05/2025,2022,7,Region 1,Heroin,12 month-ending,07/31/2022,238,
01/05/2025,2022,8,Region 1,Heroin,12 month-ending,08/31/2022,240,
01/05/2025,2022,9,Region 1,Heroin,12 month-ending,09/30/2022,234,
01/05/2025,2022,10,Region 1,Heroin,12 month-ending,10/31/2022,231,
01/05/2025,2022,11,Region 1,Heroin,12 month-ending,11/30/2022,223,
01/05/2025,2022,12,Region 1,Heroin,12 month-ending,12/31/2022,222,
01/05/2025,2023,1,Region 1,Heroin,12 month-ending,01/31/2023,219,
01/05/2025,2023,2,Region 1,Heroin,12 month-ending,02/28/2023,222,
01/05/2025,2023,3,Region 1,Heroin,12 month-ending,03/31/2023,213,
01/05/2025,2023,4,Region 1,Heroin,12 month-ending,04/30/2023,210,
01/05/2025,2023,5,Region 1,Heroin,12 month-ending,05/31/2023,202,
01/05/2025,2023,6,Region 1,Heroin,12 month-ending,06/30/2023,200,
01/05/2025,2023,7,Region 1,Heroin,12 month-ending,07/31/2023,195,
01/05/2025,2023,8,Region 1,Heroin,12 month-ending,08/31/2023,182,
01/05/2025,2023,9,Region 1,Heroin,12 month-ending,09/30/2023,184,
01/05/2025,2023,10,Region 1,Heroin,12 month-ending,10/31/2023,177,
01/05/2025,2023,11,Region 1,Heroin,12 month-ending,11/30/2023,171,
01/05/2025,2023,12,Region 1,Heroin,12 month-ending,12/31/2023,165,
01/05/2025,2024,1,Region 1,Heroin,12 month-ending,01/31/2024,155,
01/05/2025,2024,2,Region 1,Heroin,12 month-ending,02/29/2024,147,
01/05/2025,2024,3,Region 1,Heroin,12 month-ending,03/31/2024,149,
01/05/2025,2024,4,Region 1,Heroin,12 month-ending,04/30/2024,142,
01/05/2025,2024,5,Region 1,Heroin,12 month-ending,05/31/2024,142,
01/05/2025,2024,6,Region 1,Heroin,12 month-ending,06/30/2024,137,
01/05/2025,2019,1,Region 2,Heroin,12 month-ending,01/31/2019,"2,542",
01/05/2025,2019,2,Region 2,Heroin,12 month-ending,02/28/2019,"2,578",
01/05/2025,2019,3,Region 2,Heroin,12 month-ending,03/31/2019,"2,560",
01/05/2025,2019,4,Region 2,Heroin,12 month-ending,04/30/2019,"2,500",
01/05/2025,2019,5,Region 2,Heroin,12 month-ending,05/31/2019,"2,440",
01/05/2025,2019,6,Region 2,Heroin,12 month-ending,06/30/2019,"2,388",
01/05/2025,2019,7,Region 2,Heroin,12 month-ending,07/31/2019,"2,386",
01/05/2025,2019,8,Region 2,Heroin,12 month-ending,08/31/2019,"2,350",
01/05/2025,2019,9,Region 2,Heroin,12 month-ending,09/30/2019,"2,299",
01/05/2025,2019,10,Region 2,Heroin,12 month-ending,10/31/2019,"2,247",
01/05/2025,2019,11,Region 2,Heroin,12 month-ending,11/30/2019,"2,260",
01/05/2025,2019,12,Region 2,Heroin,12 month-ending,12/31/2019,"2,235",
01/05/2025,2020,1,Region 2,Heroin,12 month-ending,01/31/2020,"2,263",
01/05/2025,2020,2,Region 2,Heroin,12 month-ending,02/29/2020,"2,273",
01/05/2025,2020,3,Region 2,Heroin,12 month-ending,03/31/2020,"2,260",
01/05/2025,2020,4,Region 2,Heroin,12 month-ending,04/30/2020,"2,282",
01/05/2025,2020,5,Region 2,Heroin,12 month-ending,05/31/2020,"2,339",
01/05/2025,2020,6,Region 2,Heroin,12 month-ending,06/30/2020,"2,307",
01/05/2025,2020,7,Region 2,Heroin,12 month-ending,07/31/2020,"2,279",
01/05/2025,2020,8,Region 2,Heroin,12 month-ending,08/31/2020,"2,247",
01/05/2025,2020,9,Region 2,Heroin,12 month-ending,09/30/2020,"2,239",
01/05/2025,2020,10,Region 2,Heroin,12 month-ending,10/31/2020,"2,206",
01/05/2025,2020,11,Region 2,Heroin,12 month-ending,11/30/2020,"2,136",
01/05/2025,2020,12,Region 2,Heroin,12 month-ending,12/31/2020,"2,076",
01/05/2025,2021,1,Region 2,Heroin,12 month-ending,01/31/2021,"2,054",
01/05/2025,2021,2,Region 2,Heroin,12 month-ending,02/28/2021,"1,988",
01/05/2025,2021,3,Region 2,Heroin,12 month-ending,03/31/2021,"1,960",
01/05/2025,2021,4,Region 2,Heroin,12 month-ending,04/30/2021,"1,889",
01/05/2025,2021,5,Region 2,Heroin,12 month-ending,05/31/2021,"1,767",
01/05/2025,2021,6,Region 2,Heroin,12 month-ending,06/30/2021,"1,735",
01/05/2025,2021,7,Region 2,Heroin,12 month-ending,07/31/2021,"1,689",
01/05/2025,2021,8,Region 2,Heroin,12 month-ending,08/31/2021,"1,644",
01/05/2025,2021,9,Region 2,Heroin,12 month-ending,09/30/2021,"1,606",
01/05/2025,2021,10,Region 2,Heroin,12 month-ending,10/31/2021,"1,591",
01/05/2025,2021,11,Region 2,Heroin,12 month-ending,11/30/2021,"1,570",
01/05/2025,2021,12,Region 2,Heroin,12 month-ending,12/31/2021,"1,544",
01/05/2025,2022,1,Region 2,Heroin,12 month-ending,01/31/2022,"1,505",
01/05/2025,2022,2,Region 2,Heroin,12 month-ending,02/28/2022,"1,484",
01/05/2025,2022,3,Region 2,Heroin,12 month-ending,03/31/2022,"1,426",
01/05/2025,2022,4,Region 2,Heroin,12 month-ending,04/30/2022,"1,402",
01/05/2025,2022,5,Region 2,Heroin,12 month-ending,05/31/2022,"1,384",
01/05/2025,2022,6,Region 2,Heroin,12 month-ending,06/30/2022,"1,366",
01/05/2025,2022,7,Region 2,Heroin,12 month-ending,07/31/2022,"1,353",
01/05/2025,2022,8,Region 2,Heroin,12 month-ending,08/31/2022,"1,348",
01/05/2025,2022,9,Region 2,Heroin,12 month-ending,09/30/2022,"1,333",
01/05/2025,2022,10,Region 2,Heroin,12 month-ending,10/31/2022,"1,294",
01/05/2025,2022,11,Region 2,Heroin,12 month-ending,11/30/2022,"1,282",
01/05/2025,2022,12,Region 2,Heroin,12 month-ending,12/31/2022,"1,277",
01/05/2025,2023,1,Region 2,Heroin,12 month-ending,01/31/2023,"1,221",
01/05/2025,2023,2,Region 2,Heroin,12 month-ending,02/28/2023,"1,179",
01/05/2025,2023,3,Region 2,Heroin,12 month-ending,03/31/2023,"1,166",
01/05/2025,2023,4,Region 2,Heroin,12 month-ending,04/30/2023,"1,151",
01/05/2025,2023,5,Region 2,Heroin,12 month-ending,05/31/2023,"1,135",
01/05/2025,2023,6,Region 2,Heroin,12 month-ending,06/30/2023,"1,121",
01/05/2025,2023,7,Region 2,Heroin,12 month-ending,07/31/2023,"1,087",
01/05/2025,2023,8,Region 2,Heroin,12 month-ending,08/31/2023,"1,056",
01/05/2025,2023,9,Region 2,Heroin,12 month-ending,09/30/2023,"1,024",
01/05/2025,2023,10,Region 2,Heroin,12 month-ending,10/31/2023,"1,015",
01/05/2025,2023,11,Region 2,Heroin,12 month-ending,11/30/2023,964,
01/05/2025,2023,12,Region 2,Heroin,12 month-ending,12/31/2023,943,
01/05/2025,2024,1,Region 2,Heroin,12 month-ending,01/31/2024,934,
01/05/2025,2024,2,Region 2,Heroin,12 month-ending,02/29/2024,909,
01/05/2025,2024,3,Region 2,Heroin,12 month-ending,03/31/2024,876,
01/05/2025,2024,4,Region 2,Heroin,12 month-ending,04/30/2024,842,
01/05/2025,2024,5,Region 2,Heroin,12 month-ending,05/31/2024,821,
01/05/2025,2024,6,Region 2,Heroin,12 month-ending,06/30/2024,780,
01/05/2025,2019,1,Region 3,Heroin,12 month-ending,01/31/2019,"2,253",
01/05/2025,2019,2,Region 3,Heroin,12 month-ending,02/28/2019,"2,214",
01/05/2025,2019,3,Region 3,Heroin,12 month-ending,03/31/2019,"2,188",
01/05/2025,2019,4,Region 3,Heroin,12 month-ending,04/30/2019,"2,142",
01/05/2025,2019,5,Region 3,Heroin,12 month-ending,05/31/2019,"2,118",
01/05/2025,2019,6,Region 3,Heroin,12 month-ending,06/30/2019,"2,063",
01/05/2025,2019,7,Region 3,Heroin,12 month-ending,07/31/2019,"2,037",
01/05/2025,2019,8,Region 3,Heroin,12 month-ending,08/31/2019,"1,972",
01/05/2025,2019,9,Region 3,Heroin,12 month-ending,09/30/2019,"1,951",
01/05/2025,2019,10,Region 3,Heroin,12 month-ending,10/31/2019,"1,932",
01/05/2025,2019,11,Region 3,Heroin,12 month-ending,11/30/2019,"1,946",
01/05/2025,2019,12,Region 3,Heroin,12 month-ending,12/31/2019,"1,945",
01/05/2025,2020,1,Region 3,Heroin,12 month-ending,01/31/2020,"1,928",
01/05/2025,2020,2,Region 3,Heroin,12 month-ending,02/29/2020,"1,916",
01/05/2025,2020,3,Region 3,Heroin,12 month-ending,03/31/2020,"1,894",
01/05/2025,2020,4,Region 3,Heroin,12 month-ending,04/30/2020,"1,919",
01/05/2025,2020,5,Region 3,Heroin,12 month-ending,05/31/2020,"1,964",
01/05/2025,2020,6,Region 3,Heroin,12 month-ending,06/30/2020,"1,969",
01/05/2025,2020,7,Region 3,Heroin,12 month-ending,07/31/2020,"1,953",
01/05/2025,2020,8,Region 3,Heroin,12 month-ending,08/31/2020,"1,940",
01/05/2025,2020,9,Region 3,Heroin,12 month-ending,09/30/2020,"1,941",
01/05/2025,2020,10,Region 3,Heroin,12 month-ending,10/31/2020,"1,908",
01/05/2025,2020,11,Region 3,Heroin,12 month-ending,11/30/2020,"1,837",
01/05/2025,2020,12,Region 3,Heroin,12 month-ending,12/31/2020,"1,777",
01/05/2025,2021,1,Region 3,Heroin,12 month-ending,01/31/2021,"1,759",
01/05/2025,2021,2,Region 3,Heroin,12 month-ending,02/28/2021,"1,690",
01/05/2025,2021,3,Region 3,Heroin,12 month-ending,03/31/2021,"1,638",
01/05/2025,2021,4,Region 3,Heroin,12 month-ending,04/30/2021,"1,558",
01/05/2025,2021,5,Region 3,Heroin,12 month-ending,05/31/2021,"1,450",
01/05/2025,2021,6,Region 3,Heroin,12 month-ending,06/30/2021,"1,376",
01/05/2025,2021,7,Region 3,Heroin,12 month-ending,07/31/2021,"1,323",
01/05/2025,2021,8,Region 3,Heroin,12 month-ending,08/31/2021,"1,278",
01/05/2025,2021,9,Region 3,Heroin,12 month-ending,09/30/2021,"1,232",
01/05/2025,2021,10,Region 3,Heroin,12 month-ending,10/31/2021,"1,186",
01/05/2025,2021,11,Region 3,Heroin,12 month-ending,11/30/2021,"1,142",
01/05/2025,2021,12,Region 3,Heroin,12 month-ending,12/31/2021,"1,103",
01/05/2025,2022,1,Region 3,Heroin,12 month-ending,01/31/2022,"1,046",
01/05/2025,2022,2,Region 3,Heroin,12 month-ending,02/28/2022,"1,031",
01/05/2025,2022,3,Region 3,Heroin,12 month-ending,03/31/2022,997,
01/05/2025,2022,4,Region 3,Heroin,12 month-ending,04/30/2022,927,
01/05/2025,2022,5,Region 3,Heroin,12 month-ending,05/31/2022,889,
01/05/2025,2022,6,Region 3,Heroin,12 month-ending,06/30/2022,872,
01/05/2025,2022,7,Region 3,Heroin,12 month-ending,07/31/2022,843,
01/05/2025,2022,8,Region 3,Heroin,12 month-ending,08/31/2022,814,
01/05/2025,2022,9,Region 3,Heroin,12 month-ending,09/30/2022,765,
01/05/2025,2022,10,Region 3,Heroin,12 month-ending,10/31/2022,741,
01/05/2025,2022,11,Region 3,Heroin,12 month-ending,11/30/2022,714,
01/05/2025,2022,12,Region 3,Heroin,12 month-ending,12/31/2022,686,
01/05/2025,2023,1,Region 3,Heroin,12 month-ending,01/31/2023,654,
01/05/2025,2023,2,Region 3,Heroin,12 month-ending,02/28/2023,632,
01/05/2025,2023,3,Region 3,Heroin,12 month-ending,03/31/2023,614,
01/05/2025,2023,4,Region 3,Heroin,12 month-ending,04/30/2023,610,
01/05/2025,2023,5,Region 3,Heroin,12 month-ending,05/31/2023,591,
01/05/2025,2023,6,Region 3,Heroin,12 month-ending,06/30/2023,562,
01/05/2025,2023,7,Region 3,Heroin,12 month-ending,07/31/2023,535,
01/05/2025,2023,8,Region 3,Heroin,12 month-ending,08/31/2023,505,
01/05/2025,2023,9,Region 3,Heroin,12 month-ending,09/30/2023,490,
01/05/2025,2023,10,Region 3,Heroin,12 month-ending,10/31/2023,472,
01/05/2025,2023,11,Region 3,Heroin,12 month-ending,11/30/2023,457,
01/05/2025,2023,12,Region 3,Heroin,12 month-ending,12/31/2023,436,
01/05/2025,2024,1,Region 3,Heroin,12 month-ending,01/31/2024,418,
01/05/2025,2024,2,Region 3,Heroin,12 month-ending,02/29/2024,405,
01/05/2025,2024,3,Region 3,Heroin,12 month-ending,03/31/2024,371,
01/05/2025,2024,4,Region 3,Heroin,12 month-ending,04/30/2024,374,
01/05/2025,2024,5,Region 3,Heroin,12 month-ending,05/31/2024,363,
01/05/2025,2024,6,Region 3,Heroin,12 month-ending,06/30/2024,344,
01/05/2025,2019,1,Region 4,Heroin,12 month-ending,01/31/2019,"2,534",
01/05/2025,2019,2,Region 4,Heroin,12 month-ending,02/28/2019,"2,547",
01/05/2025,2019,3,Region 4,Heroin,12 month-ending,03/31/2019,"2,582",
01/05/2025,2019,4,Region 4,Heroin,12 month-ending,04/30/2019,"2,626",
01/05/2025,2019,5,Region 4,Heroin,12 month-ending,05/31/2019,"2,606",
01/05/2025,2019,6,Region 4,Heroin,12 month-ending,06/30/2019,"2,643",
01/05/2025,2019,7,Region 4,Heroin,12 month-ending,07/31/2019,"2,638",
01/05/2025,2019,8,Region 4,Heroin,12 month-ending,08/31/2019,"2,642",
01/05/2025,2019,9,Region 4,Heroin,12 month-ending,09/30/2019,"2,617",
01/05/2025,2019,10,Region 4,Heroin,12 month-ending,10/31/2019,"2,636",
01/05/2025,2019,11,Region 4,Heroin,12 month-ending,11/30/2019,"2,646",
01/05/2025,2019,12,Region 4,Heroin,12 month-ending,12/31/2019,"2,620",
01/05/2025,2020,1,Region 4,Heroin,12 month-ending,01/31/2020,"2,629",
01/05/2025,2020,2,Region 4,Heroin,12 month-ending,02/29/2020,"2,627",
01/05/2025,2020,3,Region 4,Heroin,12 month-ending,03/31/2020,"2,639",
01/05/2025,2020,4,Region 4,Heroin,12 month-ending,04/30/2020,"2,665",
01/05/2025,2020,5,Region 4,Heroin,12 month-ending,05/31/2020,"2,788",
01/05/2025,2020,6,Region 4,Heroin,12 month-ending,06/30/2020,"2,808",
01/05/2025,2020,7,Region 4,Heroin,12 month-ending,07/31/2020,"2,830",
01/05/2025,2020,8,Region 4,Heroin,12 month-ending,08/31/2020,"2,821",
01/05/2025,2020,9,Region 4,Heroin,12 month-ending,09/30/2020,"2,786",
01/05/2025,2020,10,Region 4,Heroin,12 month-ending,10/31/2020,"2,711",
01/05/2025,2020,11,Region 4,Heroin,12 month-ending,11/30/2020,"2,633",
01/05/2025,2020,12,Region 4,Heroin,12 month-ending,12/31/2020,"2,592",
01/05/2025,2021,1,Region 4,Heroin,12 month-ending,01/31/2021,"2,558",
01/05/2025,2021,2,Region 4,Heroin,12 month-ending,02/28/2021,"2,477",
01/05/2025,2021,3,Region 4,Heroin,12 month-ending,03/31/2021,"2,388",
01/05/2025,2021,4,Region 4,Heroin,12 month-ending,04/30/2021,"2,311",
01/05/2025,2021,5,Region 4,Heroin,12 month-ending,05/31/2021,"2,119",
01/05/2025,2021,6,Region 4,Heroin,12 month-ending,06/30/2021,"1,986",
01/05/2025,2021,7,Region 4,Heroin,12 month-ending,07/31/2021,"1,884",
01/05/2025,2021,8,Region 4,Heroin,12 month-ending,08/31/2021,"1,769",
01/05/2025,2021,9,Region 4,Heroin,12 month-ending,09/30/2021,"1,691",
01/05/2025,2021,10,Region 4,Heroin,12 month-ending,10/31/2021,"1,657",
01/05/2025,2021,11,Region 4,Heroin,12 month-ending,11/30/2021,"1,596",
01/05/2025,2021,12,Region 4,Heroin,12 month-ending,12/31/2021,"1,526",
01/05/2025,2022,1,Region 4,Heroin,12 month-ending,01/31/2022,"1,438",
01/05/2025,2022,2,Region 4,Heroin,12 month-ending,02/28/2022,"1,373",
01/05/2025,2022,3,Region 4,Heroin,12 month-ending,03/31/2022,"1,275",
